Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
TLE4	0	0	0.09638326	0	0.055654842	0.04583907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050303344	0	0	0	0	0	0	0	0	0	0	0	0.042417128	0.08247255	0	0	0	0	0	0	0	0	0	0	0	0	0.03475641	0
TLE5	0.0666485	0	0.106431186	0.046880092	0	0.04331147	0	0	0	0.12820947	0	0.06709373	0.10889096	0	0.123650186	0	0	0.121047206	0	0.12133212	0.09907197	0.1890977	0	0.03474801	0	0.088891245	0.107749686	0.039974183	0	0	0.052355167	0	0	0	0	0	0	0.0530027	0	0	0	0	0.042964898	0	0	0	0	0.115000725	0.1157794	0.13590075	0	0	0.11566593	0.10549094	0.090297215	0.14289492	0.13186409	0.13673608	0	0.06163886	0.067585394	0.066654116	0.08748195	0	0.07383506	0.115673274	0.1544997	0.13255562	0.13138084	0.12272714	0.051244978	0.08722586	0	0.08844451
TLK1	0.049528077	0	0	0	0	0	0	0.04909391	0	0.10416836	0	0.046610385	0.07705662	0	0	0	0	0	0	0	0	0	0	0	0	0.06715035	0.07823038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09529903	0	0	0	0	0.06486164	0	0	0.09567576	0	0	0	0	0	0	0	0	0	0.08488881	0	0.10134898	0	0.05778096	0.04727776	0
TLK2	0.05035147	0	0.09596557	0	0	0	0	0	0	0.09721382	0	0	0.09290004	0	0.10207556	0	0	0.081818685	0	0.09152221	0	0.12941319	0	0	0	0.07381917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09709366	0.09231448	0.09521652	0.03329467	0	0.08469696	0.091409	0.06812198	0.090564355	0.10609255	0.10486532	0	0	0	0.050484467	0.07510756	0	0	0.09885449	0.12542967	0.09609356	0.10834234	0.09628325	0	0	0	0.06291798
TLN1	0	0	0	0	0	0	0.070366934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041896347	0	0	0	0	0	0	0	0	0	0	0	0	0
TLN2	0.07188654	0	0	0	0	0	0	0.048995566	0	0.1255222	0	0	0	0	0.12035856	0	0	0	0	0	0	0.15192191	0	0	0	0.067995906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099502355	0	0	0.09351127	0	0	0.07014292	0	0.12165925	0.10822606	0	0	0	0	0	0	0	0.10560236	0	0	0.10609011	0	0	0	0.05170163	0
TLNRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047161825	0	0	0	0	0	0	0	0	0.060330752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054828316	0
TLR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034863498	0
TM4SF1	0	0	0	0	0.056636337	0	0.041496504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM6SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035233315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026288718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031657886	0	0	0	0	0	0	0	0	0.041603815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04836339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMA7	0	0.10531071	0	0	0.06080893	0	0	0	0.052868485	0	0.09205252	0	0	0	0	0.081510514	0.11478521	0	0	0	0	0	0.06105612	0	0.12351061	0	0	0	0.068955906	0.067398176	0	0.07738278	0.08425196	0.04861367	0.04896318	0	0.05733317	0	0.065122634	0	0	0.116928965	0	0.103083275	0.1031354	0.07615313	0	0	0	0	0	0	0	0	0	0	0	0	0.041033264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040040385	0	0.06348692	0	0	0	0.0552488	0	0	0.05859806	0	0	0	0	0.026018724	0	0.05387251	0	0	0.05074783	0.04996953	0	0.045559168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060629766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM6	0	0.09407087	0	0	0.06317424	0	0	0	0	0	0.081948645	0	0	0.038444024	0	0.09939586	0.101829	0	0	0	0	0	0.055880215	0	0.103935085	0	0	0	0.056858692	0.03850652	0	0.04736641	0.079815306	0.039668106	0.03697102	0	0	0	0.061552633	0.05746964	0.05299029	0.10133052	0	0.07689706	0.077370755	0.04118654	0.052470036	0	0	0	0	0	0	0	0	0	0	0	0.05031834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC6	0	0	0	0	0	0	0.054985307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04268454	0	0	0	0	0.0244977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCC1	0.0733801	0	0.11084974	0	0	0	0	0.068386	0	0.13530953	0	0.05130081	0.10568655	0	0.13012463	0	0	0.110465884	0	0.12074206	0.097006895	0.17520137	0	0.03314024	0	0.09986077	0.10976982	0	0	0	0.05036082	0	0	0	0	0	0	0.0404346	0	0	0	0	0.042097732	0	0	0	0	0.104969695	0.116087794	0.13115856	0	0.09519513	0.10906324	0.112987675	0.08354918	0.15356216	0.14380258	0.16052496	0	0	0.04816333	0.0684443	0.09568964	0	0.0507767	0.12319002	0.13370249	0.12140599	0.13159305	0.124129236	0	0.08584521	0	0.08644959
TMED10	0	0.049421184	0	0	0	0	0	0	0.034147143	0	0	0	0	0	0	0	0.061882626	0	0.03228776	0	0	0	0.038091015	0	0.05857641	0	0	0	0.053609163	0	0	0	0.05057375	0	0	0	0	0	0	0	0	0.051145155	0	0	0.048256278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040642805	0	0	0	0	0	0	0	0	0	0
TMED2	0	0.10140987	0	0	0.07328093	0	0	0	0.06719853	0	0.10147231	0	0	0.04209391	0	0.10053391	0.12347312	0	0	0	0	0	0.07094067	0	0.1070599	0	0	0	0.079826035	0.08062318	0	0.07999973	0.12671891	0.06451533	0.05790602	0	0.03053858	0	0.08914754	0.053672068	0.048298355	0.110113665	0	0.11138364	0.113945745	0.061233446	0.05064124	0	0	0	0	0	0	0	0	0	0	0	0.06111904	0	0	0	0	0.04714244	0	0	0	0	0	0	0	0	0	0
TMED3	0	0.09440421	0	0	0	0	0	0	0.071753524	0	0.055880144	0	0	0.032223556	0	0.05386305	0.06935506	0	0	0	0	0	0	0	0.07175124	0	0	0	0	0.051202323	0	0.04049514	0.07024785	0.048328213	0.032772925	0	0.02990863	0	0.05195777	0	0	0.07120733	0	0.09132638	0.061626017	0.07620505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029767865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED5	0	0	0	0	0.06242219	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03903636	0	0	0	0	0	0	0	0	0.041853163	0.038417432	0	0	0	0	0	0.030176222	0	0	0	0	0.0610794	0	0	0.08041335	0	0	0	0.05024733	0	0	0	0	0	0	0	0	0	0	0	0	0.059657022	0	0	0	0	0	0	0	0	0	0	0	0	0.05084986	0
TMED9	0	0.10871147	0	0	0.05260503	0	0.044759445	0	0.10199208	0	0.07672662	0	0	0.053770453	0	0.07595184	0.103113905	0	0	0	0	0	0	0	0.094176546	0	0	0	0	0.059399482	0	0.06113593	0.085296616	0.047156025	0.032620642	0	0.040939063	0	0.05259297	0	0	0.09225454	0	0.12547202	0.09493323	0.086022116	0	0	0	0	0	0	0	0	0	0	0	0	0.04714056	0	0	0	0	0	0	0	0	0	0	0	0.036186226	0	0	0
TMEM100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039374735	0	0	0	0.040272027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03683024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027448522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM106A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05464616	0
TMEM108	0.07051914	0	0	0.06331234	0	0	0	0.05814434	0	0.11125946	0	0.05078558	0.09258417	0	0.10426288	0	0	0.09756233	0	0.11843189	0.08815024	0.15525492	0	0	0	0.08348639	0.086491674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08493934	0.090808734	0.1251052	0	0	0.08989741	0.09191267	0.07048432	0.12381083	0.12689254	0.13434531	0	0	0	0.061921373	0.07949505	0	0	0.09956138	0.12187351	0.10031616	0.113749065	0.13843422	0	0.07011369	0	0.10266858
TMEM109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052982662	0	0	0	0	0	0	0	0	0.051800136	0	0	0	0	0	0	0	0	0	0.05820394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03612696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048711333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM117	0.06277681	0	0.09314378	0.03960954	0	0	0	0	0	0.1011386	0	0.052284487	0.09165871	0	0.10229639	0	0	0.091426566	0	0.10084789	0.08329513	0.14386928	0	0	0	0.08057724	0.0831251	0	0	0	0.033868555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08674367	0.09020437	0.1061807	0	0	0.08419869	0.08328301	0.06828867	0.11618515	0.11524985	0.11226921	0	0	0	0	0	0	0	0.09464947	0.112426855	0.099206485	0.107154585	0.09478583	0	0.06898594	0	0.06783424
TMEM119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03724887	0	0	0	0	0	0.033989936	0	0	0	0	0	0.028962702	0	0.03940066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06994344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM120A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037814107	0	0	0	0	0.050193444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM120B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027148293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038157485	0
TMEM127	0	0	0	0.04348504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028748453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM130	0	0	0	0.039418075	0	0	0.06423634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042933725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM131	0.066109605	0	0.10539227	0.04415366	0	0	0	0.06109632	0	0.12141222	0	0.041608915	0.09348087	0	0.123817824	0	0	0.102423884	0.03247354	0.11158725	0.09424126	0.16190998	0	0	0	0.09125256	0.09629077	0	0	0	0.04260762	0	0	0	0	0	0	0.055293206	0	0	0	0	0	0	0	0	0	0.09653953	0.105161	0.12017021	0	0.06042456	0.10179969	0.09924116	0.077905826	0.12608004	0.13535942	0.12789156	0	0	0	0.05976778	0.08291744	0	0.04281561	0.111453764	0.13181408	0.10917233	0.12645432	0.11309563	0	0.07659282	0	0.07668931
TMEM131L	0	0	0	0	0	0	0	0	0	0.09630239	0	0	0.08134193	0	0	0	0	0.08881081	0	0.08803275	0.06903569	0.1264095	0	0	0	0.07914081	0.07618552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09698558	0	0	0.09405005	0.092636034	0	0.09911644	0.108718745	0.09999044	0	0	0.046602003	0.05502734	0.07514068	0	0	0.0908072	0.11485651	0.08883232	0.09639049	0.085140325	0	0.056185614	0	0
TMEM132C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031032057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084135294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049414527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM135	0.067657955	0	0	0	0	0	0	0.07078214	0	0.122298166	0	0	0.08081026	0	0.122184314	0	0	0.081393555	0	0.09189881	0.085355625	0.1474859	0	0	0	0.08226829	0.08873348	0	0	0	0.04574122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07743003	0.11081942	0.10861539	0	0.080375925	0	0.08615195	0.072589286	0.11266427	0.12807478	0.12746757	0	0	0	0.054180864	0.07752588	0	0	0.107211016	0	0.090533584	0.11448937	0.10581662	0	0.09927365	0	0.07304816
TMEM141	0	0	0	0	0	0	0	0	0.03172565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031316586	0.031982858	0	0	0	0	0	0	0	0	0	0	0.04692444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM147	0	0.051198162	0	0	0	0	0	0	0.048005298	0	0	0	0	0	0	0	0.048937578	0	0	0	0	0	0	0	0.056621455	0	0	0	0	0.04197277	0	0.045234166	0.05277251	0.03806247	0	0	0.026042411	0	0.044462685	0	0	0.060697887	0	0.09131776	0.054992728	0.051486295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM14C	0	0.06803921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0695111	0	0	0	0	0	0	0	0	0	0	0	0	0.033235814	0	0	0.048138794	0.033769667	0.036089834	0	0	0	0.0460864	0	0	0.077556536	0	0.07145874	0.045452077	0.0626911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM150A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026668089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM150C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048540663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08784666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055022568	0
TMEM158	0	0	0	0	0	0	0	0	0.031465907	0	0.06932233	0	0	0.034367714	0	0	0	0	0	0	0	0	0	0	0.06328618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046241004	0	0	0	0.04028566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052005667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039108764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM161B	0.05397379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037553236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM165	0	0	0	0	0.06576354	0.0459736	0	0	0	0	0.0594371	0	0	0	0	0.04461727	0	0	0	0	0	0	0	0	0	0	0	0.033976287	0	0	0	0	0	0	0	0	0	0	0	0.06048583	0	0	0.049525805	0	0	0	0.059901915	0	0	0	0	0	0	0	0	0	0	0	0.056266908	0.06622061	0	0	0	0.043909214	0.047501255	0	0	0	0	0	0	0	0	0
TMEM167A	0	0	0	0	0	0	0	0	0.04045164	0	0	0	0	0.030385619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028179733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM176A	0	0.08636512	0	0	0.11465844	0	0	0	0	0	0.13090377	0	0	0	0	0.11461438	0.10909754	0	0	0	0	0	0.06449965	0	0.12356099	0	0	0.0620701	0.13179591	0.09098217	0	0.08265548	0.0928314	0.08339475	0.09617355	0.05065792	0.027128208	0.0665112	0.0930272	0.08324397	0.048930746	0.108507	0.044848405	0.07744296	0.07786886	0.0604719	0.046041586	0	0	0	0	0	0	0	0	0	0	0	0.058466744	0	0	0	0	0.06360205	0	0	0	0	0	0	0	0	0	0
TMEM176B	0	0.084936835	0	0	0.1145865	0	0	0	0.03259803	0	0.13459802	0	0	0	0	0.110288054	0.11435419	0	0	0	0	0	0.059522275	0	0.13765635	0	0	0.05044909	0.110485956	0.085365154	0	0.088448204	0.07590181	0.076358534	0.08048867	0.051818617	0.03007872	0.060139775	0.08707005	0.08517861	0.052985985	0.11338045	0	0.08139939	0.07008053	0.06959204	0	0	0	0	0	0	0	0	0	0	0	0	0.055001225	0	0	0	0	0.06410454	0	0	0	0	0	0	0	0	0	0
TMEM179B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041738626	0	0.057978556	0	0	0	0.03393133	0	0	0.040536616	0	0	0	0	0	0	0.043683548	0	0	0.071442194	0	0	0	0.037578795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028004432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048865307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03343931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM208	0	0.046256796	0	0	0	0	0	0	0.05337863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062140405	0	0	0	0	0	0	0	0	0.052874338	0	0.06133833	0	0.04017329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM214	0	0	0	0	0	0	0	0	0.04965384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028248522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM219	0	0.10571945	0	0	0	0	0	0	0	0	0.058409687	0	0	0.030861385	0	0.057660904	0.07823644	0	0	0	0	0	0.03538906	0	0.064235605	0	0	0	0.042814244	0.051061723	0	0.075872324	0.08561892	0.048738502	0.071929745	0.03659075	0.025027191	0	0.07789017	0.04568756	0	0.08663716	0	0.08477165	0.05968683	0.09269933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM230	0	0.08509858	0	0	0	0	0	0	0.031971842	0	0	0	0	0	0	0	0.0699031	0	0	0	0	0	0.037241798	0	0.064513944	0	0	0	0.035680253	0.039634086	0	0.053055473	0.05487606	0.034046028	0.0312189	0	0	0	0.050582733	0	0	0.08346247	0	0.06812903	0.059872653	0.059769966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03129803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027730552	0	0	0	0	0.089730054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029044833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM245	0	0	0.091640234	0	0	0	0	0	0	0.091582805	0	0	0.0745682	0	0	0	0	0	0	0	0	0	0	0	0	0.07798601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07153615	0	0	0	0	0.09786362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051532548	0	0	0	0	0.03573295	0.07070646	0.05518537	0	0	0.04160048	0	0	0.048856266	0	0	0	0.044701856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
